text,topic
"Wall St. Set to Climb on Strong Earnings  NEW YORK (Reuters) - U.S. stock futures rose on Tuesday,  pointing to a higher market open, on retreating oil prices and  stronger-than-expected earnings from technology bellwethers  International Business Machines Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; and Texas  Instruments Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXN.N target=/stocks/quickinfo/fullquote""&gt;TXN.N&lt;/A&gt;",Business
Wales caught as Poles vault ahead towards finish Mark Hughes farewell as Wales manager turned into a wake as their World Cup dreams were shattered by a remarkable Polish comeback.,Sports
"Mitchell Ready for Rematch With Rested Tszyu Takoma Park 140-pounder Sharmba Mitchell has won eight consecutive fights, including three in the last eight months, and says he #39;s never felt better.",Sports
"The Cordless Phone Tries to Catch Up to Its Cool Cousin A cordless phone borrows a trick from its cellular cousins, shrinking toward the vanishing point.",Sci/Tech
Rockets Blast Hawks 92-69 (AP) AP - Tracy McGrady had 25 points and Yao Ming scored 23 to lead the Houston Rockets past the Atlanta Hawks 92-69 on Wednesday night.,Sports
"It's career day for Pingree's Lloyd Pingree's David Lloyd matched his career high of 34 points in the second half alone as he totaled a school-record 61 points yesterday in a 78-68 win over host Cambridge School of Weston. Lloyd, a senior guard, added nine assists and four steals.",Sports
" #39;Marathon #39; mice ready to run and run The marathon mouse has been unveiled by scientists: a rodent which, with a little genetic tinkering, can run twice as far as a normal mouse.",Sci/Tech
"South American leaders vow to create an EU-styled political union With the European experience in their minds, South American leaders meet this week in Cuzco, the millenarian capital city of the Inca #39;s Empire in Peru, in an attempt to set the basis of the political unification of the continent and speed up the ",World
"Google launches UK Froogle shopping site Internet search firm Google has launched its Froogle price comparison Web site in Britain, expanding the company #39;s e-commerce business and putting it head to head with partners such as Kelkoo.",Sci/Tech
"Owens Runs Wild as Eagles Destroy Cowboys (Reuters) Reuters - Terrell Owens scored three touchdowns\and the Philadelphia Eagles amassed 35 first-half points on the\way to a 49-21 drubbing of the Dallas Cowboys in Irving, Texas,\Monday.",Sports
"Earth to See Total Eclipse of the Moon CAPE CANAVERAL, Fla. - Earthlings are about to be treated to a total lunar eclipse, just in time for Halloween. For more than an hour Wednesday night, the moon will be covered entirely by Earth #39;s shadow and resemble a glowing pumpkin.",Sci/Tech
"US to purchase flu vaccine from Canada, Germany The US government is planning to purchase 5 million doses of flu vaccine from Canadian and German plants to deal with their shortages, the Canadian Broadcast Corporation (CBC) reported Monday.",Business
Wal-Mart to Add 55 Million SF in 2005 com Daily Report. Wal-Mart Stores Inc. of Bentonville said Tuesday that it plans to add 55 million SF of retail space in the new fiscal year beginning Feb. 1. In the United ,Business
"Inzaghi is ready to face Barcelona ROME, Italy -- The battle for control of Champions League Group F match begins in earnest on Wednesday when AC Milan face Barcelona at Rome #39;s San Siro stadium.",Sports
"A Lot to Play for in Skins Game Finale Annika Sorenstam calmly sank a short birdie putt on the ninth hole, earning a hug from Tiger Woods. More importantly, it kept \$250,000 in play in the Skins Game in La Quinta, Calif.",Sports
"The browser wars are back, according to Netscape #39;s founder This time, it #39;s not Andreessen #39;s former company Netscape Communications that #39;s taking on Microsoft #39;s Internet Explorer; it #39;s the emerging popularity of smaller products such as Apple Computer #39;s Safari and open-source browser Firefox, Andreessen said.",Sci/Tech
"'Cachirulo,' of Mexico Theater, Dies at 79 (AP) AP - Enrique Alonso ""Cachirulo,"" an actor, writer and producer whose long-running television show made his name practically synonymous with children's theater in Mexico, died Friday. He was 79.",World
Rocket Plane to Attempt Space Flight (AP) AP - A test pilot in a stubby rocket plane will try to climb more than 60 miles over the Mojave Desert and punch through the atmosphere Wednesday in the first stage of a quest to win a  #36;10 million prize meant to encourage space tourism.,Sci/Tech
"Public to get virtual access to 7 million books Harvard, Oxford and others also will go online in the first deal of its kind. By Nick Bunkley / The Detroit News. By the end of the decade, anyone around the world will have instant access to 7 million volumes ",Business
"Sun shells out US\$92 million to settle Eastman Kodak litigation Without admitting or denying allegations, Sun Microsystems has entered into a formal settlement agreement with the Eastman Kodak Company to settle all claims in pending litigation between the parties.",Sci/Tech
"OSIA Dismisses Gartner Linux Piracy Claim The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. There should be an MS tax, no there shouldn #39;t... (Score:2, Insightful). OK, colour me not ",Sci/Tech
Mexico #39;s firm says oil price to remain high Mexican consultancy firm Bursametrica said on Monday that international market oil prices will remain high in the short and long run.,Business
"American Patterson overcomes Russian for all-around Olympic title The 20-year wait is over. America has its new Mary Lou, and her name is Carly Patterson. The 16-year-old dynamo beat Russian superstar Svetlana Khorkina to give the United States another Olympic all-around champion Thursday night, closing with a dazzling ...",Sports
"Transsexual drives off to score a first on the golf course Golf is not a sport renowned for being at ease with gender issues. Many of the game #39;s great clubs refuse to admit women, and the occasional inclusion of women in men #39;s professional tournaments has caused consternation from Arran to Augusta.",Sports
"Labour pledges new worker rights Maternity leave could be extended to twelve months, as part of plans being considered by Labour, newspaper reports suggest.",Business
"Boeing may have Wichita buyer WICHITA, Kan. -- The Boeing Co. has indicated it will announce the buyer of its commercial-airplane operations here around Thanksgiving, the plant #39;s largest union told its members yesterday.",Business
"FDA to Pfizer: Pull Wild Thing Viagra Ad  WASHINGTON (Reuters) - Two television advertisements for  Pfizer Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; impotence drug Viagra should be withdrawn  for claiming a return of sexual desire and omitting  key  information, the Food and Drug Administration said in a letter  to the company released on Monday.",Business
"Olympic bid suffers as Madrid #39;s image is tarnished THE Madrid Olympic bid has suffered a setback because of the racist chanting on Wednesday in the Bernabu stadium, one of the most famous arenas in the world and a proposed venue for the 2012 Games.",Sports
"At Least 7 Dead in Russia School Siege (AP) AP - At least seven people were killed and 310 others wounded Friday, reports said, after commandos stormed a school in southern Russia where hundreds had been held hostage for three days by Chechen rebels strapped with explosives.",World
"Democracy stirs in the Arab world Upcoming elections in Iraq, Saudi Arabia, and the Palestinian Authority are initial steps on still rocky paths to democracy.",World
"Swarms of Locusts Devastating Crops Moving (AP) AP - Swarms of locusts that have devastated crops and pastures across West Africa may hit countries as far away as Pakistan, a U.N. agency said Wednesday as it announced an intensified control campaign.",Sci/Tech
"Dual DVD, HD-DVD Disc Developed New disc could ease the transition to the next-gen DVD standard, company says.",Sci/Tech
